分类,名称,字段,数值,类型
天赋卡,spc_evade,curseEffectValue,0,int
天赋卡,spc_evade,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_evade,curseSecondaryEffectValue,0,int
天赋卡,spc_evade,curseRemovable,true,bool
天赋卡,spc_fortune,cardId,spc_fortune,string
天赋卡,spc_fortune,displayName,幸运女神,string
天赋卡,spc_fortune,description,暴击率+15%，金币+20%,string
天赋卡,spc_fortune,cardType,Special,TalentCardType
天赋卡,spc_fortune,rarity,Common,TalentCardRarity
天赋卡,spc_fortune,slotDiscount,0.00,float
天赋卡,spc_fortune,effectType,CritChanceBonus,TalentEffectType
天赋卡,spc_fortune,effectValue,15,int
天赋卡,spc_fortune,effectValue2,0,int
天赋卡,spc_fortune,secondaryEffectType,GoldBonus,TalentEffectType
天赋卡,spc_fortune,secondaryEffectValue,20,int
天赋卡,spc_fortune,secondaryEffectValue2,0,int
天赋卡,spc_fortune,effectTarget,Global,CardEffectTarget
天赋卡,spc_fortune,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_fortune,targetOperatorDataId,-1,int
天赋卡,spc_fortune,purchaseCooldownPenalty,0,int
天赋卡,spc_fortune,cardScope,PerRun,CardScope
天赋卡,spc_fortune,isGuardianRewindCard,false,bool
天赋卡,spc_fortune,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_fortune,triggerValue,0,int
天赋卡,spc_fortune,isCurse,false,bool
天赋卡,spc_fortune,curseEffectType,None,TalentEffectType
天赋卡,spc_fortune,curseEffectValue,0,int
天赋卡,spc_fortune,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_fortune,curseSecondaryEffectValue,0,int
天赋卡,spc_fortune,curseRemovable,true,bool
天赋卡,spc_gold1,cardId,spc_gold1,string
天赋卡,spc_gold1,displayName,金币加成1,string
天赋卡,spc_gold1,description,金币+25%，分数+15%,string
天赋卡,spc_gold1,cardType,Special,TalentCardType
天赋卡,spc_gold1,rarity,Common,TalentCardRarity
天赋卡,spc_gold1,slotDiscount,0.00,float
天赋卡,spc_gold1,effectType,GoldBonus,TalentEffectType
天赋卡,spc_gold1,effectValue,25,int
天赋卡,spc_gold1,effectValue2,0,int
天赋卡,spc_gold1,secondaryEffectType,ScoreBonus,TalentEffectType
天赋卡,spc_gold1,secondaryEffectValue,15,int
天赋卡,spc_gold1,secondaryEffectValue2,0,int
天赋卡,spc_gold1,effectTarget,Global,CardEffectTarget
天赋卡,spc_gold1,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_gold1,targetOperatorDataId,-1,int
天赋卡,spc_gold1,purchaseCooldownPenalty,0,int
天赋卡,spc_gold1,cardScope,PerRun,CardScope
天赋卡,spc_gold1,isGuardianRewindCard,false,bool
天赋卡,spc_gold1,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_gold1,triggerValue,0,int
天赋卡,spc_gold1,isCurse,false,bool
天赋卡,spc_gold1,curseEffectType,None,TalentEffectType
天赋卡,spc_gold1,curseEffectValue,0,int
天赋卡,spc_gold1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_gold1,curseSecondaryEffectValue,0,int
天赋卡,spc_gold1,curseRemovable,true,bool
天赋卡,spc_gold2,cardId,spc_gold2,string
天赋卡,spc_gold2,displayName,金币加成2,string
天赋卡,spc_gold2,description,金币+50%，分数+30%,string
天赋卡,spc_gold2,cardType,Special,TalentCardType
天赋卡,spc_gold2,rarity,Common,TalentCardRarity
天赋卡,spc_gold2,slotDiscount,0.00,float
天赋卡,spc_gold2,effectType,GoldBonus,TalentEffectType
天赋卡,spc_gold2,effectValue,50,int
天赋卡,spc_gold2,effectValue2,0,int
天赋卡,spc_gold2,secondaryEffectType,ScoreBonus,TalentEffectType
天赋卡,spc_gold2,secondaryEffectValue,30,int
天赋卡,spc_gold2,secondaryEffectValue2,0,int
天赋卡,spc_gold2,effectTarget,Global,CardEffectTarget
天赋卡,spc_gold2,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_gold2,targetOperatorDataId,-1,int
天赋卡,spc_gold2,purchaseCooldownPenalty,0,int
天赋卡,spc_gold2,cardScope,PerRun,CardScope
天赋卡,spc_gold2,isGuardianRewindCard,false,bool
天赋卡,spc_gold2,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_gold2,triggerValue,0,int
天赋卡,spc_gold2,isCurse,false,bool
天赋卡,spc_gold2,curseEffectType,None,TalentEffectType
天赋卡,spc_gold2,curseEffectValue,0,int
天赋卡,spc_gold2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_gold2,curseSecondaryEffectValue,0,int
天赋卡,spc_gold2,curseRemovable,true,bool
天赋卡,spc_repair,cardId,spc_repair,string
天赋卡,spc_repair,displayName,战场维修,string
天赋卡,spc_repair,description,"守护点 HP +3
全体 HP +10%
每场胜利后守护点回满",string
天赋卡,spc_repair,cardType,Special,TalentCardType
天赋卡,spc_repair,rarity,Common,TalentCardRarity
天赋卡,spc_repair,slotDiscount,0.00,float
天赋卡,spc_repair,effectType,GuardianHpBonus,TalentEffectType
天赋卡,spc_repair,effectValue,3,int
天赋卡,spc_repair,effectValue2,0,int
天赋卡,spc_repair,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,spc_repair,secondaryEffectValue,10,int
天赋卡,spc_repair,secondaryEffectValue2,0,int
天赋卡,spc_repair,effectTarget,Global,CardEffectTarget
天赋卡,spc_repair,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_repair,targetOperatorDataId,-1,int
天赋卡,spc_repair,purchaseCooldownPenalty,0,int
天赋卡,spc_repair,cardScope,PerRun,CardScope
天赋卡,spc_repair,isGuardianRewindCard,false,bool
天赋卡,spc_repair,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_repair,triggerValue,0,int
天赋卡,spc_repair,isCurse,false,bool
天赋卡,spc_repair,curseEffectType,None,TalentEffectType
天赋卡,spc_repair,curseEffectValue,0,int
天赋卡,spc_repair,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_repair,curseSecondaryEffectValue,0,int
天赋卡,spc_repair,curseRemovable,true,bool
天赋卡,spc_reroll,cardId,spc_reroll,string
天赋卡,spc_reroll,displayName,重新洗牌,string
天赋卡,spc_reroll,description,攻击速度+8%，最大生命+8%,string
天赋卡,spc_reroll,cardType,Special,TalentCardType
天赋卡,spc_reroll,rarity,Common,TalentCardRarity
天赋卡,spc_reroll,slotDiscount,0.00,float
天赋卡,spc_reroll,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,spc_reroll,effectValue,8,int
天赋卡,spc_reroll,effectValue2,0,int
天赋卡,spc_reroll,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,spc_reroll,secondaryEffectValue,8,int
天赋卡,spc_reroll,secondaryEffectValue2,0,int
天赋卡,spc_reroll,effectTarget,Global,CardEffectTarget
天赋卡,spc_reroll,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_reroll,targetOperatorDataId,-1,int
天赋卡,spc_reroll,purchaseCooldownPenalty,0,int
天赋卡,spc_reroll,cardScope,PerRun,CardScope
天赋卡,spc_reroll,isGuardianRewindCard,false,bool
天赋卡,spc_reroll,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_reroll,triggerValue,0,int
天赋卡,spc_reroll,isCurse,false,bool
天赋卡,spc_reroll,curseEffectType,None,TalentEffectType
天赋卡,spc_reroll,curseEffectValue,0,int
天赋卡,spc_reroll,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_reroll,curseSecondaryEffectValue,0,int
天赋卡,spc_reroll,curseRemovable,true,bool
天赋卡,spc_shop,cardId,spc_shop,string
天赋卡,spc_shop,displayName,讨价还价,string
天赋卡,spc_shop,description,金币+20%，防御力+5%,string
天赋卡,spc_shop,cardType,Special,TalentCardType
天赋卡,spc_shop,rarity,Common,TalentCardRarity
天赋卡,spc_shop,slotDiscount,0.00,float
天赋卡,spc_shop,effectType,GoldBonus,TalentEffectType
天赋卡,spc_shop,effectValue,20,int
天赋卡,spc_shop,effectValue2,0,int
天赋卡,spc_shop,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,spc_shop,secondaryEffectValue,5,int
天赋卡,spc_shop,secondaryEffectValue2,0,int
天赋卡,spc_shop,effectTarget,Global,CardEffectTarget
天赋卡,spc_shop,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_shop,targetOperatorDataId,-1,int
天赋卡,spc_shop,purchaseCooldownPenalty,0,int
天赋卡,spc_shop,cardScope,PerRun,CardScope
天赋卡,spc_shop,isGuardianRewindCard,false,bool
天赋卡,spc_shop,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_shop,triggerValue,0,int
天赋卡,spc_shop,isCurse,false,bool
天赋卡,spc_shop,curseEffectType,None,TalentEffectType
天赋卡,spc_shop,curseEffectValue,0,int
天赋卡,spc_shop,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_shop,curseSecondaryEffectValue,0,int
天赋卡,spc_shop,curseRemovable,true,bool
天赋卡,spc_skip,cardId,spc_skip,string
天赋卡,spc_skip,displayName,速通模式,string
天赋卡,spc_skip,description,攻击速度+20%，金币+15%,string
天赋卡,spc_skip,cardType,Special,TalentCardType
天赋卡,spc_skip,rarity,Common,TalentCardRarity
天赋卡,spc_skip,slotDiscount,0.00,float
天赋卡,spc_skip,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,spc_skip,effectValue,20,int
天赋卡,spc_skip,effectValue2,0,int
天赋卡,spc_skip,secondaryEffectType,GoldBonus,TalentEffectType
天赋卡,spc_skip,secondaryEffectValue,15,int
天赋卡,spc_skip,secondaryEffectValue2,0,int
天赋卡,spc_skip,effectTarget,Global,CardEffectTarget
天赋卡,spc_skip,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_skip,targetOperatorDataId,-1,int
天赋卡,spc_skip,purchaseCooldownPenalty,0,int
天赋卡,spc_skip,cardScope,PerRun,CardScope
天赋卡,spc_skip,isGuardianRewindCard,false,bool
天赋卡,spc_skip,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_skip,triggerValue,0,int
天赋卡,spc_skip,isCurse,false,bool
天赋卡,spc_skip,curseEffectType,None,TalentEffectType
天赋卡,spc_skip,curseEffectValue,0,int
天赋卡,spc_skip,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_skip,curseSecondaryEffectValue,0,int
天赋卡,spc_skip,curseRemovable,true,bool
天赋树,攻击强化 I,nodeId,atk_0,string
天赋树,攻击强化 I,branch,攻击,string
天赋树,攻击强化 I,order,0,int
天赋树,攻击强化 I,cost,4,int
天赋树,攻击强化 I,effectType,AttackFlat,enum
天赋树,攻击强化 I,effectValue,10,int
天赋树,攻击强化 I,isBig,false,bool
天赋树,攻速强化,nodeId,atk_1,string
天赋树,攻速强化,branch,攻击,string
天赋树,攻速强化,order,1,int
天赋树,攻速强化,cost,8,int
天赋树,攻速强化,effectType,AttackSpeed,enum
天赋树,攻速强化,effectValue,8,int
天赋树,攻速强化,isBig,false,bool
天赋树,攻击强化 II,nodeId,atk_2,string
天赋树,攻击强化 II,branch,攻击,string
天赋树,攻击强化 II,order,2,int
天赋树,攻击强化 II,cost,12,int
天赋树,攻击强化 II,effectType,AttackFlat,enum
天赋树,攻击强化 II,effectValue,15,int
天赋树,攻击强化 II,isBig,false,bool
天赋树,战争领主,nodeId,atk_3,string
天赋树,战争领主,branch,攻击,string
天赋树,战争领主,order,3,int
天赋树,战争领主,cost,20,int
天赋树,战争领主,effectType,AttackPercent,enum
天赋树,战争领主,effectValue,25,int
天赋树,战争领主,isBig,true,bool
天赋树,防御强化 I,nodeId,def_0,string
天赋树,防御强化 I,branch,防御,string
天赋树,防御强化 I,order,0,int
天赋树,防御强化 I,cost,4,int
天赋树,防御强化 I,effectType,DefenseFlat,enum
天赋树,防御强化 I,effectValue,10,int
天赋树,防御强化 I,isBig,false,bool
天赋树,守护壁垒,nodeId,def_1,string
天赋树,守护壁垒,branch,防御,string
天赋树,守护壁垒,order,1,int
天赋树,守护壁垒,cost,8,int
天赋树,守护壁垒,effectType,GuardianHp,enum
天赋树,守护壁垒,effectValue,1,int
天赋树,守护壁垒,isBig,false,bool
天赋树,防御强化 II,nodeId,def_2,string
天赋树,防御强化 II,branch,防御,string
天赋树,防御强化 II,order,2,int
天赋树,防御强化 II,cost,12,int
天赋树,防御强化 II,effectType,DefenseFlat,enum
天赋树,防御强化 II,effectValue,15,int
天赋树,防御强化 II,isBig,false,bool
天赋树,不灭之盾,nodeId,def_3,string
天赋树,不灭之盾,branch,防御,string
天赋树,不灭之盾,order,3,int
天赋树,不灭之盾,cost,20,int
天赋树,不灭之盾,effectType,GuardianSave,enum
天赋树,不灭之盾,effectValue,1,int
天赋树,不灭之盾,isBig,true,bool
天赋树,初始金币 I,nodeId,eco_0,string
天赋树,初始金币 I,branch,经济,string
天赋树,初始金币 I,order,0,int
天赋树,初始金币 I,cost,4,int
天赋树,初始金币 I,effectType,InitialGold,enum
天赋树,初始金币 I,effectValue,50,int
天赋树,初始金币 I,isBig,false,bool
天赋树,重抽折扣,nodeId,eco_1,string
天赋树,重抽折扣,branch,经济,string
天赋树,重抽折扣,order,1,int
天赋树,重抽折扣,cost,8,int
天赋树,重抽折扣,effectType,RerollDiscount,enum
天赋树,重抽折扣,effectValue,5,int
天赋树,重抽折扣,isBig,false,bool
天赋树,通关金币,nodeId,eco_2,string
天赋树,通关金币,branch,经济,string
天赋树,通关金币,order,2,int
天赋树,通关金币,cost,12,int
天赋树,通关金币,effectType,GoldGainPercent,enum
天赋树,通关金币,effectValue,20,int
天赋树,通关金币,isBig,false,bool
天赋树,幸运之手,nodeId,eco_3,string
天赋树,幸运之手,branch,经济,string
天赋树,幸运之手,order,3,int
天赋树,幸运之手,cost,20,int
天赋树,幸运之手,effectType,ExtraDraw,enum
天赋树,幸运之手,effectValue,1,int
天赋树,幸运之手,isBig,true,bool
天赋树,DP回复 I,nodeId,dep_0,string
天赋树,DP回复 I,branch,部署,string
天赋树,DP回复 I,order,0,int
天赋树,DP回复 I,cost,4,int
天赋树,DP回复 I,effectType,DpRegen,enum
天赋树,DP回复 I,effectValue,1,int
天赋树,DP回复 I,isBig,false,bool
天赋树,初始DP,nodeId,dep_1,string
天赋树,初始DP,branch,部署,string
天赋树,初始DP,order,1,int
天赋树,初始DP,cost,8,int
天赋树,初始DP,effectType,InitialDp,enum
天赋树,初始DP,effectValue,10,int
天赋树,初始DP,isBig,false,bool
天赋树,部署范围,nodeId,dep_2,string
天赋树,部署范围,branch,部署,string
天赋树,部署范围,order,2,int
天赋树,部署范围,cost,12,int
天赋树,部署范围,effectType,DeployRange,enum
天赋树,部署范围,effectValue,1,int
天赋树,部署范围,isBig,false,bool
天赋树,调度大师,nodeId,dep_3,string
天赋树,调度大师,branch,部署,string
天赋树,调度大师,order,3,int
天赋树,调度大师,cost,20,int
天赋树,调度大师,effectType,DpCap,enum
天赋树,调度大师,effectValue,200,int
天赋树,调度大师,isBig,true,bool
天赋树,范围扩展,nodeId,tac_0,string
天赋树,范围扩展,branch,战术,string
天赋树,范围扩展,order,0,int
天赋树,范围扩展,cost,4,int
天赋树,范围扩展,effectType,AttackRange,enum
天赋树,范围扩展,effectValue,1,int
天赋树,范围扩展,isBig,false,bool
天赋树,铁壁,nodeId,tac_1,string
天赋树,铁壁,branch,战术,string
天赋树,铁壁,order,1,int
天赋树,铁壁,cost,8,int
天赋树,铁壁,effectType,DefensePercent,enum
天赋树,铁壁,effectValue,5,int
天赋树,铁壁,isBig,false,bool
天赋树,初始金币 II,nodeId,tac_2,string
天赋树,初始金币 II,branch,战术,string
天赋树,初始金币 II,order,2,int
天赋树,初始金币 II,cost,12,int
天赋树,初始金币 II,effectType,InitialGold,enum
天赋树,初始金币 II,effectValue,100,int
天赋树,初始金币 II,isBig,false,bool
天赋树,DP回复 II,nodeId,tac_3,string
天赋树,DP回复 II,branch,战术,string
天赋树,DP回复 II,order,3,int
天赋树,DP回复 II,cost,20,int
天赋树,DP回复 II,effectType,DpRegen,enum
天赋树,DP回复 II,effectValue,1,int
天赋树,DP回复 II,isBig,true,bool
